year,age,event,category1,category2,Name,Career/Personal Life
1952,34,"Nelson Mandela was appointed president of the African National Congress (ANC) party's Transvaal branch, rising to prominence for Nelson Mandela's involvement in the 1952 Defiance Campaign and the 1955 Congress of the People.",summary,,Nelson Mandela,Personal Life
1956,38,Nelson Mandela was repeatedly arrested for seditious activities and was unsuccessfully prosecuted in the 1956 Treason Trial.,summary,,Nelson Mandela,Personal Life
1918,0,"Nelson Mandela was born on 18 July 1918 in the village of Mvezo in Umtata, then part of South Africa's Cape Province.",Life,Early life,Nelson Mandela,Career
1933,15,"Intending to gain skills needed to become a privy councillor for the Thembu royal house, Nelson Mandela began Nelson Mandela's secondary education in 1933 at Clarkebury Methodist High School in Engcobo, a Western-style institution that was the largest school for black Africans in Thembuland.",Life,Early life,Nelson Mandela,Personal Life
1937,19,"Nelson Mandela completed Nelson Mandela's Junior Certificate in two years, and in 1937 Nelson Mandela moved to Healdtown, the Methodist college in Fort Beaufort attended by most Thembu royalty, including Justice.",Life,Early life,Nelson Mandela,Career
1947,29,"Nelson Mandela disagreed with the more moderate Peter Mda, who agreed to co-operate with communists and non-blacks, appointing Mandela ANCYL secretary's approach, and in December 1947 supported an unsuccessful measure to expel communists from the African National Congress Youth League (ANCYL), considering communists's ideology un-African.",Life,Revolutionary activity,Nelson Mandela,Personal Life
1947,29,"In 1947, Nelson Mandela was elected to the executive committee of the ANC's Transvaal Province branch, serving under regional president C. S. Ramohanoe.",Life,Revolutionary activity,Nelson Mandela,Personal Life
1949,31,"Having devoted Nelson Mandela's time to politics, Nelson Mandela failed Nelson Mandela's final year at Witwatersrand three times; Nelson Mandela was ultimately denied Nelson Mandela's degree in December 1949.Mandela",Life,Revolutionary activity,Nelson Mandela,Career
1950,32,"Nelson Mandela opposed a May Day general strike because a May Day general strike was multi-racial and not ANC-led, but a majority of black workers took part, resulting in increased police repression and the introduction of the Suppression of Communism Act, 1950, affecting the actions of all protest groups.",Life,Revolutionary activity,Nelson Mandela,Personal Life
1952,34,"In April 1952, Nelson Mandela began work at the H.M. Basner law firm, which was owned by a communist, although Nelson Mandela's increasing commitment to work and activism meant Nelson Mandela spent less time with Nelson Mandela's family.",Life,Revolutionary activity,Nelson Mandela,Personal Life
