year,age,event,category1,category2,Name,Career/Personal Life
1984,21,"Michael Jordan joined the Chicago Bulls in 1984 as the third overall draft pick and quickly emerged as a league star, entertaining crowds with Michael Jordan's prolific scoring while gaining a reputation as one of the sport of basketball's best defensive players.",summary,,Michael Jordan,Personal Life
1991,28,"Michael Jordan won Michael Jordan's first National Basketball Association title with the Chicago Bulls in 1991 and followed won with titles in 1992 and 1993, securing a three-peat.",summary,,Michael Jordan,Personal Life
1983,20,"During Michael Jordan's professional career, Michael Jordan was also selected to play for the United States national team, winning four gold medals—at the 1983 Pan American Games, 1984 Summer Olympics, 1992 Tournament of the Americas and 1992 Summer Olympics—while also being undefeated.Michael Jordan",summary,,Michael Jordan,Personal Life
1999,36,"In 1999, Michael Jordan was named the 20th century's's greatest North American athlete by ESPN and was second to Babe Ruth on the Associated Press' list of athletes of the 20th century's.",summary,,Michael Jordan,Personal Life
2009,46,"Michael Jordan was twice inducted into the Naismith Memorial Basketball Hall of Fame, once in 2009 for Michael Jordan's individual career, and again in 2010 as part of the 1992 United States men's Olympic basketball team (""The Dream Team"").",summary,,Michael Jordan,Personal Life
2009,46,"Michael Jordan became a member of the United States Olympic Hall of Fame in 2009, a member of the North Carolina Sports Hall of Fame in 2010, and an individual member of the FIBA Hall of Fame in 2015 and a ""Dream Team"" member in 2017.",summary,,Michael Jordan,Personal Life
2021,58,"In 2021, Michael Jordan was named to the National Basketball Association 75th Anniversary Team.",summary,,Michael Jordan,Personal Life
1963,0,"Michael Jordan was born at Cumberland Hospital in the Fort Greene neighborhood of New York City's Brooklyn borough on February 17, 1963, to bank employee Deloris (née Peoples) and equipment supervisor James R. Jordan Sr.",Early life,,Michael Jordan,Personal Life
1981,18,"As a senior, Michael Jordan was selected to play in the 1981 McDonald's All-American Game and scored 30 points, after averaging 27 ppg, 12 rebounds (rpg), and six assists per game (apg) for the season.",Early life,,Michael Jordan,Personal Life
1982,19,"As a freshman in coach Dean Smith's team-oriented system, Michael Jordan was named ACC Freshman of the Year after Michael Jordan averaged 13.4 ppg on 53.4% shooting (field goal percentage). Michael Jordan made the game-winning jump shot in the 1982 NCAA Championship game against Georgetown, which was led by future NBA rival Patrick Ewing. Michael Jordan later described the game-winning jump shot as the major turning point in Michael Jordan's basketball career.",College career,,Michael Jordan,Personal Life
2002,39,"In 2002, Michael Jordan was named to the ACC 50th Anniversary men's basketball team honoring the 50 greatest players in ACC history.",College career,,Michael Jordan,Personal Life
1985,22,"Jordan's 1985–86 season was cut short when Michael Jordan broke Michael Jordan's foot in the third game of Jordan's 1985–86 season, causing Michael Jordan to miss 64 games.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1990,27,"In the 1990–91 season, Michael Jordan won Michael Jordan's second MVP award after averaging 31.5 ppg on 53.9% shooting, 6.0 rpg, and 5.5 apg for the regular season.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1993,30,"During The Chicago Bulls's 1993 NBA playoffs, Michael Jordan was seen gambling in Atlantic City, New Jersey, the night before Game 2 of the Eastern Conference Finals against New York Knicks.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1998,35,"In Michael Jordan's 1998 autobiography For the Love of the Game, Michael Jordan wrote that Michael Jordan was preparing for his return as early as the summer of 1992.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1994,31,"Michael Jordan reported to spring training in Sarasota, Florida, and was assigned to the Chicago White Sox's minor league system on March 31, 1994.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1994,31,"In 1994, Michael Jordan played for the Birmingham Barons, a Double-A minor league affiliate of the Chicago White Sox, batting .202 with three home runs, 51 runs batted in, 30 stolen bases, 114 strikeouts, 51 bases on balls, and 11 errors.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1995,32,"Michael Jordan averaged 31 ppg in the playoffs, but the Orlando Magic won the series in six games.Michael Jordan was freshly motivated by the playoff defeat, and Michael Jordan trained aggressively for the 1995–96 season.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1992,29,"The Chicago Bulls won the Eastern Conference Championship for a third straight season, including surviving a seven-game series with the Indiana Pacers in the Eastern Conference Finals; a seven-game series with the Indiana Pacers in the Eastern Conference Finals was the first time Michael Jordan had played in a Game 7 since the 1992 Eastern Conference Semifinals with New York Knicks.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
1999,36,"Despite Michael Jordan's January 1999 claim that Michael Jordan was ""99.9% certain"" Michael Jordan would never play another NBA game, Michael Jordan expressed interest in making another comeback in the summer of 2001, this time with the Washington Wizards.",Professional career,Chicago Bulls (1984–1993; 1995–1998),Michael Jordan,Personal Life
2001,38,"On September 25, 2001, Michael Jordan announced Michael Jordan's return to the NBA to play for the Washington Wizards, indicating Michael Jordan's intention to donate Michael Jordan's salary as a player to a relief effort for the victims of the September 11 attacks.",Professional career,Washington Wizards (2001–2003),Michael Jordan,Personal Life
2001,38,"In an injury-plagued 2001–02 season, Michael Jordan led the Washington Wizards in scoring (22.9 ppg), assists (5.2 apg), and steals (1.4 spg), and was an MVP candidate, as Michael Jordan led the Washington Wizards to a winning record and playoff contention; Michael Jordan would eventually finish 13th in the MVP ballot.",Professional career,Washington Wizards (2001–2003),Michael Jordan,Personal Life
1994,31,"After suffering torn cartilage in Michael Jordan's right knee, and subsequent knee soreness, the Washington Wizards missed the playoffs, and Michael Jordan's season ended after only 60 games, the fewest Michael Jordan had played in a regular season since playing 17 games after returning from Michael Jordan's first retirement during the 1994–95 season.",Professional career,Washington Wizards (2001–2003),Michael Jordan,Personal Life
2003,40,"At the 2003 All-Star Game, Michael Jordan was offered a starting spot from Tracy McGrady and Allen Iverson but refused a starting spot from Tracy McGrady and Allen Iverson; in the end, Michael Jordan accepted the spot of Vince Carter.",Professional career,Washington Wizards (2001–2003),Michael Jordan,Personal Life
1983,20,"Michael Jordan made Michael Jordan's debut for the U.S. national basketball team at the 1983 Pan American Games in Caracas, Venezuela.",National team career,,Michael Jordan,Personal Life
1984,21,"Michael Jordan led the U.S. national basketball team in scoring, averaging 17.1 ppg for the 1984 Summer Olympics.",National team career,,Michael Jordan,Personal Life
